Practice Name,Veterinarian Name(s),Specialties,Address,City,State,ZIP Code,Phone,Email,Website,Certification Bodies,Species Treated,Practice Description,Year Established,Telehealth Available,Featured Listing,Latitude,Longitude,Slug,Image URL,Logo Image URL,Google Rating,Google Reviews,Google Place ID,Google Maps URL
Trinity Animal Hospital,Dr. Nickerson,Acupuncture | Nutritional Therapy | Laser Therapy,31 Ponderosa Ln,Weaverville,CA,96093,(530) 623-5757,aschneider@trinityanimalhospital.com,http://www.trinityanimalhospital.com,CVA,"Dogs, Cats, Horses, Exotics","Trinity Animal Hospital in Weaverville treats dogs, cats, birds, reptiles, and small mammals, with veterinarians Dr. Nickerson and Dr. Schlicting leading the care team. The practice offers acupuncture, nutritional therapy, and laser therapy as part of its integrative approach. Founded in 2016 and AAHA-accredited, the hospital emphasizes individualized care and client education to support long-term pet wellness.",2016,,,40.7131266,-122.9255596,trinity-animal-hospital-weaverville-ca,,https://trinityanimalhospital.com/wp-content/uploads/2022/06/edited_logo.png,4.7,167,ChIJ5Tr-Fs1T0lQRr5YbDD8pC0o,https://www.google.com/maps/search/?api=1&query=Trinity%20Animal%20Hospital&query_place_id=ChIJ5Tr-Fs1T0lQRr5YbDD8pC0o
All Animal Clinic,"Dr. Bill Canon, Dr. Cecil Boswell, Dr. David Royals, Dr. Donald Palermo, Dr. Donald Palmero, Dr. Ellen Frazier, Dr. Kirk Frazier, Dr. Landon Frazier, Dr. Natalie Sanderson, Dr. Nathaniel Royals, Dr. William Russum",Nutritional Therapy,2138 Oak Grove Rd,Hattiesburg,MS,39402,16012688880,contactus.allanimalclinic@yahoo.com,https://allanimalclinichattiesburg.com,,"Dogs, Cats, Horses, Exotics","All Animal Clinic in Hattiesburg has served the community since 1981 with five veterinarians including Dr. Kirk Frazier, Dr. Donald Palmero, Dr. Nathaniel Royals, and Dr. William Russum. The practice provides nutritional therapy alongside conventional services including wellness exams, dental care, spaying/neutering, surgery, boarding, and grooming for dogs, cats, horses, and exotic animals including birds, reptiles, rodents, and rabbits. The clinic emphasizes individualized care for animals of all ages, sizes, and species, with over three decades of experience in routine and emergency veterinary needs.",,,,31.3171989,-89.3639121,all-animal-clinic-hattiesburg-mississippi,,,4.6,289,ChIJXeHfPAPfnIgR77Nh4LGBV08,https://www.google.com/maps/search/?api=1&query=All%20Animal%20Clinic&query_place_id=ChIJXeHfPAPfnIgR77Nh4LGBV08
Village Veterinary Hospital,Dr. Stephanie Hoffman,Laser Therapy,5305 Merle Hay Rd,Johnston,IA,50131,15152785531,villagevh@yourvetdoc.com,http://villagevetiowa.com,DVM,"Dogs, Cats","Village Veterinary Hospital in Johnston, Iowa provides comprehensive veterinary care for dogs and cats, including preventive wellness, dental care, surgery, diagnostics, and laser therapy. The practice offers behavioral counseling, microchipping, pet boarding, and additional services, with veterinarians available for physical exams designed to identify conditions ranging from heart murmurs and tumors to dental disease and skin issues.",,,,41.6567435,-93.6970179,village-veterinary-hospital-johnston-iowa,,,4.7,163,ChIJYciT8VOc7ocRlANuYq9IfoE,https://www.google.com/maps/search/?api=1&query=Village%20Veterinary%20Hospital&query_place_id=ChIJYciT8VOc7ocRlANuYq9IfoE
Gehrman Animal Hospital,Dr Hammel,Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Chiropractic,12800 Wayzata Blvd,Minnetonka,MN,55305,(952) 545-9161,manager@gehrman-animal.com,http://www.gehrman-animal.com,"Chi Institute, DVM","Dogs, Cats, Horses, Exotics","Gehrman Animal Hospital has served the Minnetonka community since 1940, offering acupuncture, nutritional therapy, physical therapy and rehabilitation, and chiropractic care for dogs, cats, horses, and exotic animals. The practice emphasizes a team-based approach with personalized care and open communication between veterinarians, staff, and pet families. Dr. Chuck Gehrman leads the practice, which is affiliated with the Chi Institute and maintains a 4.8-star rating from 253 Google reviews.",,,,44.9719533,-93.4415089,gehrman-animal-hospital-minnetonka-mn,,https://gehrman-animal.com/wp-content/uploads/Gehrman-Animal-Hospital-logo.png,4.8,253,ChIJyYqaXpNKs1IRItHsWxI9zlA,https://www.google.com/maps/search/?api=1&query=Gehrman%20Animal%20Hospital&query_place_id=ChIJyYqaXpNKs1IRItHsWxI9zlA
Milford Animal Hospital,"Dr. Faye Oberg, Dr. Jeffrey Sachar, Dr. Jeffrey Shutts, Dr. Jourdan White, Dr. Kimberly Galloway, Dr. Leesa Sklover, Dr. Meghana Parikh, Dr. Valerie Blasi",Laser Therapy,256 Cherry St,Milford,CT,6460,12038787471,info@mahct.com,http://www.mahct.com,,"Dogs, Cats, Horses","Milford Animal Hospital has provided veterinary care to the greater Milford area since 1950, with a team of seven veterinarians including Dr. Valerie Blasi, Dr. Jeffrey Sachar, Dr. Kimberly Galloway, Dr. Jourdan White, Dr. Faye Oberg, Dr. Jeffrey Shutts, and Dr. Meghana Parikh. The practice treats dogs, cats, and horses, and offers laser therapy alongside comprehensive surgical services including soft-tissue procedures, endoscopy, and anesthetic monitoring with specialized equipment. The hospital performs routine surgical procedures in-house and maintains referral relationships with board-certified surgeons for complex orthopedic and specialized cases.",,,,41.2308722,-73.0471441,milford-animal-hospital-milford-connecticut,,http://mahct.com/wp-content/uploads/2019/06/MAHCT_Logo.png,4.8,584,ChIJ3eeC8vN06IkRkGEBGDgtTXY,https://www.google.com/maps/search/?api=1&query=Milford%20Animal%20Hospital&query_place_id=ChIJ3eeC8vN06IkRkGEBGDgtTXY
"Dr. David Miller, Summit Equine Veterinary Services","Dr. David Miller, Dr. Marvin Cain, Dr. Ron Genovese, Dr. Ronald Genovese",Acupuncture | Physical Therapy/Rehabilitation,1745 N Hametown Rd,Akron,OH,44333,13306667909,team@latofonts.com,http://dmillerdvm.com,DVM,"Cats, Horses","Summit Equine Veterinary Services, owned and operated by Dr. David Miller (DVM), is a full-service equine practice offering ambulatory and in-clinic services since 1997. The practice specializes in lameness evaluation, sports medicine, and surgery, supplemented by acupuncture and complementary therapies for equine patients. Dr. Miller, who has been practicing since 1989, utilizes advanced diagnostic imaging including digital radiography, ultrasonography, endoscopy, and motion analysis systems, along with acupuncture point reactivity assessment for localization of pain and energy imbalances. The clinic is located in Bath, Ohio and provides general wellness care, emergency services, and hospitalization when needed.",,,,41.1846785,-81.6650173,dr-david-miller-summit-equine-veterinary-services-akron-ohio,,https://img1.wsimg.com/isteam/ip/91b7f078-7706-449b-b3dc-0bb957f34e03/A7A44E70-6311-404D-988D-3EAF07D70032.jpeg,5,20,ChIJse45tx7bMIgRQ4RHeDPocFw,https://www.google.com/maps/search/?api=1&query=Dr.%20David%20Miller%2C%20Summit%20Equine%20Veterinary%20Services&query_place_id=ChIJse45tx7bMIgRQ4RHeDPocFw
Back in Motion Veterinary Services,,Acupuncture | Physical Therapy/Rehabilitation | Chiropractic | Laser Therapy,3131 Chambers St,Venus,TX,76084,19724689795,backinmotionvs@gmail.com,https://www.backinmotionvs.com,DVM,Cats,"Back in Motion Veterinary Services in Venus, TX provides integrative care combining acupuncture, physical therapy, rehabilitation, chiropractic, and laser therapy for cats. The practice emphasizes individualized treatment plans rather than standardized protocols, with a focus on addressing underlying causes of mobility and strength issues. They incorporate traditional acupuncture principles alongside modern techniques and often combine modalities such as acupuncture with chiropractic care for enhanced outcomes.",,,,32.5177939,-97.0981205,back-in-motion-veterinary-services-venus-texas,,"https://static.wixstatic.com/media/ca3d15_3f7b555a33a747f09920d6aa90732bd1~mv2.png/v1/crop/x_0,y_992,w_3000,h_1016/fill/w_499,h_169,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/high-res_edited.png",5,28,ChIJIySH7NJfToYRibHLLSaR6OM,https://www.google.com/maps/search/?api=1&query=Back%20in%20Motion%20Veterinary%20Services&query_place_id=ChIJIySH7NJfToYRibHLLSaR6OM
Colorado Equine Clinic,Dr. Barbara Page,Chiropractic | Laser Therapy | Acupuncture | Herbal Medicine,9616 W Titan Rd,Littleton,CO,80125,(303) 791-4747,bpage@coequine.com,https://coequine.com,"DVM, IVCA, Chi Institute","Dogs, Cats, Horses","Colorado Equine Clinic, established in 1995, offers acupuncture, chiropractic care, laser therapy, and herbal medicine to horses, dogs, and cats. The clinic provides equine-focused services including preventative medicine, reproduction and obstetrics with regenerative therapies (PRP, stem cell), surgical procedures with overnight monitoring, and 24/7 emergency care. Dr. Barbara Page leads the practice with an emphasis on wellness programs that include comprehensive physical exams, vaccinations, endocrine screening, dental care, nutritional consultations, and preventative podiatry. The clinic is affiliated with the International Veterinary Chiropractic Association and the Chi Institute.",1995,,,39.5065515,-105.0657967,colorado-equine-clinic-littleton-co,,https://www.coequine.com/wp-content/uploads/2022/11/cec-logo-no-background-large-1.png,4.9,149,ChIJR5VEkBd9a4cRf3LHUMClxWk,https://www.google.com/maps/search/?api=1&query=Colorado%20Equine%20Clinic&query_place_id=ChIJR5VEkBd9a4cRf3LHUMClxWk
Surf Paws Animal Hospital,,Acupuncture | Laser Therapy,6600 Kalaniana ªole Hwy # 117,Honolulu,HI,96825,18083953647,info@surfpaws.net,http://www.surfpaws.net,DVM,"Dogs, Cats","Surf Paws Animal Hospital in Honolulu provides acupuncture and laser therapy alongside conventional veterinary services for dogs and cats. The practice emphasizes a holistic approach that aims to stimulate the body's natural healing abilities, and offers stem cell therapy for conditions like arthritis as well as comprehensive surgical care, diagnostic imaging, and in-house laboratory testing. The hospital also provides dental cleanings, customized anesthesia protocols with pre- and post-operative care, and addresses common conditions including skin allergies and ear infections.",,,,21.2835043,-157.7146227,surf-paws-animal-hospital-honolulu-hawaii,,,4.8,101,ChIJ56OffIoSAHwRG1KEYZWOGUg,https://www.google.com/maps/search/?api=1&query=Surf%20Paws%20Animal%20Hospital&query_place_id=ChIJ56OffIoSAHwRG1KEYZWOGUg
Cat Care Clinic,"Dr. Dr Sue, Dr. Swanson Dr",Acupuncture | Nutritional Therapy | Chiropractic | Herbal Medicine | Homeopathy | Traditional Chinese Veterinary Medicine,9650 Howard Lake Dr NE,Columbus,MN,55025,16514294153,,http://www.theholisticcatclinic.com,,"Dogs, Cats, Horses","Cat Care Clinic, founded in 1991 by Dr. Sue Swanson (DVM, University of Minnesota, 1988), provides holistic veterinary services for cats, dogs, and horses through house calls, telemedicine, and phone consultations. The practice integrates traditional Chinese medicine modalities—acupuncture, herbal medicine, and dietary therapy—alongside Western herbs, nutritional consulting, homeopathy, flower essences, and behavioral counseling, with chiropractic available by referral. Dr. Swanson's approach evaluates each animal's complete health context including diet, lifestyle, medical history, and emotional factors to develop individualized treatment plans. The clinic limits conventional Western medicine to vaccinations, laboratory testing, and pharmaceuticals when indicated, focusing instead on integrative therapies and offering referrals for surgery, dentistry, and other specialized care.",,,,45.2688809,-93.0225738,cat-care-clinic-columbus-minnesota,,https://www.theholisticcatclinic.com/uploads/1/3/3/0/133029043/published/line_5.png?1603233132,4.5,6,ChIJMZtT8BnBslIR4KyptVUs9jw,https://www.google.com/maps/search/?api=1&query=Cat%20Care%20Clinic&query_place_id=ChIJMZtT8BnBslIR4KyptVUs9jw
Stillwater Equine Veterinary Clinic,"Dr. Alisa Stejskal, Dr. Ann Bower, Dr. Arneson, Dr. Brian Dahms, Dr. Jackie Levendusky, Dr. Jon Engstrom, Dr. Kati Stewart, Dr. Sara Damiani, Dr. Terry Arnesen, Dr. Zachariah Loppnow",Chiropractic | Laser Therapy,9550 60th St N,Stillwater,MN,55082,16517706167,,https://stillwaterequine.com,DVM,"Cats, Horses","Stillwater Equine Veterinary Clinic in Stillwater, MN provides equine care through both facility-based and mobile services, with a surgical suite equipped for on-site procedures. The practice offers complementary therapies including chiropractic care for musculoskeletal issues, laser therapy for inflammatory conditions, regenerative treatments such as PRP and IRAP, and shockwave therapy. Services encompass preventive care planning, dental work, Coggins testing, and surgical care, with the clinic accepting new patients and treating horses in various settings.",,,,45.0367696,-92.912749,stillwater-equine-veterinary-clinic-stillwater-minnesota,,,4.8,117,ChIJkVEd0tfNslIR2WtQ9Oy7dv0,https://www.google.com/maps/search/?api=1&query=Stillwater%20Equine%20Veterinary%20Clinic&query_place_id=ChIJkVEd0tfNslIR2WtQ9Oy7dv0
Zen Dog Veterinary Care PLLC,"Dr. Ray Spragley DVM, CVA, CCRT",Acupuncture|Physical Therapy/Rehabilitation|Herbal Medicine,,New York,NY,10001,(917) 725-2755,contact@zendogvet.net,https://zendogvet.net,IVAS,Dogs|Cats,"Zen Dog Veterinary Care provides in-home integrative veterinary services for dogs and cats throughout NYC and surrounding areas, offering acupuncture, physical therapy and rehabilitation, and Chinese herbal medicine. The practice works collaboratively with primary veterinarians to address underlying causes of health issues rather than symptoms alone, combining traditional Chinese medicine techniques with evidence-based rehabilitation therapy. The veterinarian treats pets in their home environment to reduce stress and allow for environmental modifications to support orthopedic conditions. The practice also offers at-home euthanasia services and is affiliated with the International Veterinary Acupuncture Society.",,true,,,,zen-dog-veterinary-care,,http://static1.squarespace.com/static/5f08ee0fe8d6a07b5cc3d743/t/5f32bfe4881679779760100f/1597161447893/facebook.jpg?format=1500w,,,,
Millis Animal Hospital,"Dr. Daphne Flessas, Dr. Heather Cochran, Dr. Kayla Hasemann",Nutritional Therapy | Laser Therapy,1175 Main St,Millis,MA,2054,15083765317,mah@millisanimalhospital.org,https://millisanimalhospital.com,,"Dogs, Cats, Horses","Millis Animal Hospital serves dogs, cats, and horses in Millis, MA, with a range of services including wellness, dental care, surgery, dermatology, laser therapy, and nutritional therapy. Operating since 2006, the practice emphasizes preventive care and management of chronic conditions. The veterinarians and support staff prioritize ongoing education to remain current with veterinary medicine standards. With a 4.9-star rating from 275 Google reviews, the hospital positions itself as a comprehensive partner for pet health and longevity.",,,,42.1628359,-71.3710196,millis-animal-hospital-millis-massachusetts,,https://millisanimalhospital.com/wp-content/uploads/2018/03/Millis-Animal-Hospital-logo-color-tagline.png,4.9,275,ChIJA5cMAQ565IkRH2nPk4H8TCM,https://www.google.com/maps/search/?api=1&query=Millis%20Animal%20Hospital&query_place_id=ChIJA5cMAQ565IkRH2nPk4H8TCM
Hoof n Paw Animal Chiropractic,"Dr. Keenan Massey, Dr. Massey Animal",Chiropractic | Laser Therapy,10608 E 18 St S,Independence,MO,64052,18165079296,drkeenanmassey@gmail.com,http://hoofnpawchiropractic.com,DVM,"Dogs, Cats, Horses","Hoof n Paw Animal Chiropractic, operated by Dr. Keenan Massey (DC, graduated 2018 with animal chiropractic training), provides chiropractic adjustments and cold laser therapy for dogs, cats, ferrets, and horses at Arrowhead Vet Clinic in Independence, Missouri. Dr. Massey reserves Thursdays for equine patients and coordinates care with primary veterinarians, viewing chiropractic as supplemental to regular veterinary medicine. The practice focuses on spinal alignment and joint health to support neurological function and reduce compensatory pain patterns in animals.",,,,39.088058,-94.452312,hoof-n-paw-animal-chiropractic-independence-missouri,,http://images.squarespace-cdn.com/content/v1/5bb11e00f4755a7725f4b74f/1555616516064-WBHW4LI47YVX1NXGDAPA/HnPC+Logo+Horizontal_CMYK.png?format=1500w,5,9,ChIJXQcMVQ0dwYcRAwGKxyY3IoE,https://www.google.com/maps/search/?api=1&query=Hoof%20n%20Paw%20Animal%20Chiropractic&query_place_id=ChIJXQcMVQ0dwYcRAwGKxyY3IoE
"Equine Veterinary Services | EquidDoc Veterinary Services, LLC","Dr. Caitlin, Dr. Dr Liz, Dr. Eaton, Dr. Lanie, Dr. Savannah",Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation,91 Leicester St,North Oxford,MA,1537,15088854205,office@equiddocvet.com,http://www.equiddocvet.com,,"Cats, Horses","Equine Veterinary Services | EquidDoc Veterinary Services, LLC is a holistic and integrative veterinary practice in North Oxford, MA. The practice treats cats and horses. Holistic and integrative services include Acupuncture, Nutritional Therapy, and Physical Therapy and Rehabilitation. It holds a 5-star rating across 21 Google reviews.",,,,42.1729386,-71.8978108,equine-veterinary-services-equiddoc-veterinary-services-llc-north-oxford-massachusetts,,https://equiddocvet.com/wp-content/uploads/2025/01/equiddoc-vet-logo-2.png,5,21,ChIJP3BjOMKp5okRnuG0qnpWunc,https://www.google.com/maps/search/?api=1&query=Equine%20Veterinary%20Services%20%7C%20EquidDoc%20Veterinary%20Services%2C%20LLC&query_place_id=ChIJP3BjOMKp5okRnuG0qnpWunc
Dragonfly Holistic Veterinary Care,"Dr. Dr Lisa Enjoy, Dr. Dr Lisa What, Dr. Fio, Dr. Karen Becker, Dr. Lisa Fiorenza",Acupuncture | Nutritional Therapy | Herbal Medicine | Traditional Chinese Veterinary Medicine,397 Hemlock Dr,Lehighton,PA,18235,14844642205,,https://linktr.ee,,"Dogs, Cats","Dragonfly Holistic Veterinary Care is a holistic and integrative veterinary practice in Lehighton, PA. The practice treats dogs and cats. Holistic and integrative services include Acupuncture, Nutritional Therapy, Herbal Medicine, and Traditional Chinese Veterinary Medicine. It holds a 5-star rating across 15 Google reviews.",,,,40.8232026,-75.7638552,dragonfly-holistic-veterinary-care-lehighton-pennsylvania,,https://cdn.prod.website-files.com/666255f7f2126f4e8cec6f8f/66a8993e0e8d98b8822b7c50_Linktree-OpenGraphPreview.jpg,5,15,ChIJKXMPfwCzxYkR-K6lrV4O1Po,https://www.google.com/maps/search/?api=1&query=Dragonfly%20Holistic%20Veterinary%20Care&query_place_id=ChIJKXMPfwCzxYkR-K6lrV4O1Po
Holistic Pet Vet Clinic,Dr. Robert Ulbrich Jr.,Homeopathy|Acupuncture|Chiropractic|Herbal Medicine|Therapeutic Laser,11505 SW Pacific Hwy Ste D,Tigard,OR,97223,(503) 293-6666,info@holisticpetvetclinic.com,https://www.holisticpetvetclinic.com,AVH / holistic credentials,Dogs|Cats|Exotics,"Holistic Pet Vet Clinic is a holistic and integrative veterinary practice in Tigard, OR. The practice treats dogs, cats, and exotics. Holistic and integrative services include Homeopathy, Acupuncture, Chiropractic, Herbal Medicine, and Laser Therapy. It holds a 4.3-star rating across 82 Google reviews.",,,,45.4419787,-122.7484794,holistic-pet-vet-clinic-tigard,,,4.3,82,ChIJ8cyOAsAMlVQRuxWCsrPSHYM,https://www.google.com/maps/search/?api=1&query=Holistic%20Pet%20Vet%20Clinic%20LLC&query_place_id=ChIJ8cyOAsAMlVQRuxWCsrPSHYM
Wiggins Veterinary Hospital,Dr. Brett Lee,Physical Therapy/Rehabilitation,1804 S Azalea Dr,Wiggins,MS,39577,(601) 928-9994,privacy@petvetcarecenters.com,https://wigginsvethospital.com,DVM,"Dogs, Cats","Wiggins Veterinary Hospital has served dogs and cats in the Wiggins area since 1999, offering preventive care, routine exams, surgery, internal medicine, dental care, and physical therapy and rehabilitation services. The practice emphasizes affordable, compassionate veterinary medicine with a focus on preventive care through vaccinations, parasite prevention, and wellness exams for both puppies and senior pets. Their approach centers on treating each animal with the same care they would provide their own pets, with additional services including boarding and same-day appointments available Monday through Friday.",,,,30.8292409,-89.1372228,wiggins-veterinary-hospital-wiggins-ms,,https://d2l4d0j7rmjb0n.cloudfront.net/site/3656/seo/logo.svg,4.8,197,ChIJSTv5BPRenIgR3pewK3W9ppY,https://www.google.com/maps/search/?api=1&query=Wiggins%20Veterinary%20Hospital&query_place_id=ChIJSTv5BPRenIgR3pewK3W9ppY
Dermatology Pet Care,Dr. Diana Sim,Nutritional Therapy,1220 25th St,Sacramento,CA,95816,19165257273,info@dermpetcare.com,http://www.dermpetcare.com,,Cats,"Dermatology Pet Care is a veterinary dermatology specialty clinic in Sacramento owned and operated by Dr. Diana Simões, a board-certified veterinary dermatologist who completed her residency in 2016. The practice offers nutritional therapy alongside dermatological services including cytology, skin biopsy, skin culture, allergy testing, and laser therapy, focusing on treating skin, ear, and allergy conditions in cats. Dr. Simões has particular expertise in otitis externa/media, video otoscopy, cystic pododermatitis, and CO2 laser surgery for complex allergy cases.",,,,38.5721026,-121.4747067,dermatology-pet-care-sacramento-california,,https://www.dermpetcare.com/wp-content/uploads/2024/09/DERMATOLOGY-logo2.png,4.5,29,ChIJFVCSDzHJmoAR-KSNVBW1evg,https://www.google.com/maps/search/?api=1&query=Dermatology%20Pet%20Care&query_place_id=ChIJFVCSDzHJmoAR-KSNVBW1evg
Cameron Veterinary Clinic,"Dr. Allison Otis, Dr. Andy Camer, Dr. Andy Cameron, Dr. Dr Cameron",Nutritional Therapy,7 Ave Vista Grande Suite B-1,Santa Fe,NM,87508,15054661540,info@cameronveterinaryclinic.com,http://cameronveterinaryclinic.com,,"Dogs, Cats, Horses","Cameron Veterinary Clinic in Santa Fe treats dogs, cats, and horses, offering conventional veterinary services including surgery, dentistry, ultrasound, and in-house laboratory work alongside nutritional therapy. The practice emphasizes individualized patient care and clear communication with clients, addressing conditions ranging from preventative health maintenance to emergency situations, with particular experience in equine and geriatric cases. Client testimonials highlight the veterinarians' diagnostic thoroughness and compassionate approach to both routine procedures and end-of-life care.",,,,35.5391571,-105.891905,cameron-veterinary-clinic-santa-fe-new-mexico,,http://cameronveterinaryclinic.com/wp-content/uploads/2025/11/Cameron-Veterinary-Clinic.png,4.3,72,ChIJPaKnHKX4GIcRB-yQnp0rYzE,https://www.google.com/maps/search/?api=1&query=Cameron%20Veterinary%20Clinic&query_place_id=ChIJPaKnHKX4GIcRB-yQnp0rYzE
Winters Paula Dvm - Churchville Veterinary Clinic,Dr. Dan Hopkins,Nutritional Therapy,2828 Churchville Rd,Churchville,MD,21028,(410) 838-0085,a_hingle@churchvillevet.com,https://www.churchvillevet.com,DVM,Cats,"Churchville Veterinary Clinic is a small animal practice established in 1971 that treats cats and offers nutritional therapy. Dr. Paula Winters is one of three veterinarians on staff, having become a partner in 1998 alongside Dr. Dan Hopkins. The clinic operates three locations across Maryland and emphasizes compassionate care with quality treatment.",,,,39.5593109,-76.2551279,winters-paula-dvm-churchville-veterinary-clinic-churchville-md,,https://images.ctfassets.net/rt5zmd3ipxai/3onqpQsGoUffMKFoQ0wWiH/3a0725ec37644083a4e20a1ff54d6c7a/0334-Churchville-Vet-Rectangular-Color-1x.png?fit=pad&fm=webp&h=117&w=198&q=100,2.3,3,ChIJGRoIwETDx4kRwDFWq6Afjeo,https://www.google.com/maps/search/?api=1&query=Winters%20Paula%20Dvm%20-%20Churchville%20Veterinary%20Clinic&query_place_id=ChIJGRoIwETDx4kRwDFWq6Afjeo
Holistic Pet Vet Clinic,Bob Ulbrich ,Nutritional Therapy | Homeopathy | Chiropractic,11505 Southwest Pacific Highway,Tigard,OR,97223,(503) 293-6666,info@holisticpetvetclinic.com,http://holisticpetvetclinic.com/,"VMD, CVH, CVSMT",Cats|Dogs,"Holistic Pet Vet Clinic is a holistic and integrative veterinary practice in Tigard, OR. The practice treats cats and dogs. Holistic and integrative services include Nutritional Therapy, Homeopathy, and Chiropractic. It holds a 4.3-star rating across 82 Google reviews.",,,,45.4418879,-122.7483693,holistic-pet-vet-clinic,,,4.3,82,ChIJ8cyOAsAMlVQRuxWCsrPSHYM,https://www.google.com/maps/search/?api=1&query=Holistic%20Pet%20Vet%20Clinic%20LLC&query_place_id=ChIJ8cyOAsAMlVQRuxWCsrPSHYM
Natural Healing Pet Care,"Dr. Dr Nicole, Dr. Mark",Acupuncture | Physical Therapy/Rehabilitation,1883 E Maple Rd,Troy,MI,48083,12487975139,naturalhealingpetcare@gmail.com,https://www.naturalhealingpetcare.com,,"Dogs, Cats","Natural Healing Pet Care in Troy, MI provides integrative veterinary services for dogs and cats, combining acupuncture with physical therapy and rehabilitation. The practice emphasizes a whole-animal approach addressing physical, mental, and emotional health, offering customized treatment plans whether for specific conditions or preventive wellness. The clinic creates a calm environment designed for both pets and their owners, with a philosophy centered on compassionate and effective care.",,,,42.5494818,-83.1105255,natural-healing-pet-care-troy-michigan,,"https://static.wixstatic.com/media/8fb15d_55a5e64e7e884400aa1c9ed3c74024d8~mv2.png/v1/crop/x_0,y_76,w_250,h_99/fill/w_169,h_69,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Logo.png",4.9,64,ChIJo5zT817PJIgR0Y1tgmTkjYA,https://www.google.com/maps/search/?api=1&query=Natural%20Healing%20Pet%20Care&query_place_id=ChIJo5zT817PJIgR0Y1tgmTkjYA
Skyview Vet,Dr. Andrew Bell,Nutritional Therapy | Physical Therapy/Rehabilitation | Laser Therapy,883 S Kingshighway,Cape Girardeau,MO,63703,(573) 334-6283,skyview@skyviewvet.com,https://skyviewanimalclinic.com,DVM,"Dogs, Cats, Horses, Exotics","Skyview Animal Clinic has operated in Cape Girardeau, MO since 1961 and provides comprehensive veterinary care including medical, surgical, and dental services for dogs, cats, horses, and exotic animals. The practice offers nutritional therapy, physical therapy and rehabilitation, and laser therapy, with particular expertise in canine rehabilitation through Dr. Sean Byrd's certification as a Canine Rehabilitation Practitioner. The five-veterinarian team includes Dr. Byrd (owner since 2010, DVM with CCRP credentials), Dr. Christi Foutz (with the practice since 1990, specializing in exotic patients), Dr. Krista LeGrand (on staff since 2011), Dr. Frances Bergkoetter (DVM with CPEV certification in end-of-life care), and Dr. Andrew Bell (rejoined in 2025). The clinic emphasizes preventative care, patient education, and personalized attention to clients' concerns.",,,,37.280088,-89.55846,skyview-vet-cape-girardeau-mo,,https://skyviewanimalclinic.com/wp-content/uploads/2019/02/website-header-new-photo.jpg,3.8,6,ChIJD6LlCOYneIgRRBcN5XQz-Wk,https://www.google.com/maps/search/?api=1&query=Skyview%20Vet&query_place_id=ChIJD6LlCOYneIgRRBcN5XQz-Wk
Veterinary Housecall Service and Clinic,Dr Anderson,Nutritional Therapy,2100 Concord Blvd,Crofton,MD,21114,(410) 923-0785,vethousecall0785@gmail.com,https://vethousecallservice.com,DVM,"Dogs, Cats, Horses","Veterinary Housecall Service in Crofton, MD operates both in-clinic and housecall appointments, serving dogs, cats, and horses throughout most of Anne Arundel County and select areas of Prince George's County. The practice provides nutritional therapy alongside comprehensive surgical, diagnostic, and dental services. Four veterinarians—Dr. Mike Golden (Cornell DVM, owner since 1997), Dr. Cindi Schmoll (Tuskegee DVM), Dr. Anthony Kanakry (Virginia-Maryland DVM, 1993), and Dr. Nicole Fenner (Virginia-Maryland DVM, 2014, with 20+ years in veterinary medicine)—deliver personalized care with an emphasis on developing relationships with clients and understanding each pet's individual needs.",,,,39.0203324,-76.6987726,veterinary-housecall-service-and-clinic-crofton-md,,,4.9,446,ChIJi9gVSAXvt4kRfthM-k2qZG4,https://www.google.com/maps/search/?api=1&query=Veterinary%20Housecall%20Service%20and%20Clinic&query_place_id=ChIJi9gVSAXvt4kRfthM-k2qZG4
Central Hospital For Animals - Herrin,Dr Herrin,Nutritional Therapy | Physical Therapy/Rehabilitation | Chiropractic | Laser Therapy,300 Rushing Dr,Herrin,IL,62948,(618) 486-1803,lilkim1969@hotmail.com,https://centralvet.net,DVM,"Dogs, Cats, Horses, Exotics","Central Hospital for Animals in Herrin offers chiropractic care focused on spinal alignment and musculoskeletal function, treating dogs, cats, horses, and exotics. The practice combines chiropractic adjustments with nutrition, physical therapy, rehabilitation, and laser therapy to address conditions like arthritis and joint stiffness while supporting overall wellness. Their approach emphasizes collaborative care with primary veterinarians and patient education on nutrition and exercise to complement hands-on treatments.",1975,,,37.745889,-89.025681,central-hospital-for-animals-herrin-herrin-il,,https://centralvet.net/wp-content/uploads/sites/19/2022/03/central-hospital-logo-trans.png,4.3,461,ChIJwXC_83E8d4gRvHT4pIY9eTA,https://www.google.com/maps/search/?api=1&query=Central%20Hospital%20For%20Animals%20-%20Herrin&query_place_id=ChIJwXC_83E8d4gRvHT4pIY9eTA
